,0
74922,{}
74923,{α}
74924,{α}
74925,{α}
74926,{α}
74927,{α}
74928,"{α, η}"
74929,"{α, γ}"
74930,{α}
74931,"{α, β}"
74932,{α}
74933,{α}
74934,{α}
74935,"{α, γ}"
74936,{α}
74937,{α}
74938,"{α, η}"
74939,{α}
74940,{α}
74941,{α}
74942,{α}
74943,{α}
74944,{α}
74945,{other}
74946,{α}
74947,{α}
74948,{α}
74949,{}
74950,{}
74951,{}
74952,{α}
74953,"{α, γ}"
74954,{α}
74955,"{α, η}"
74956,{other}
74957,{α}
74958,{α}
74959,{α}
74960,{α}
74961,{α}
74962,{α}
74963,{other}
74964,"{α, ψ}"
74965,"{α, η}"
74966,{other}
74967,{α}
74968,"{α, η}"
74969,{α}
74970,{α}
74971,{α}
74972,{α}
74973,"{α, γ}"
74974,{α}
74975,{}
74976,"{α, μ}"
74977,{α}
74978,{α}
74979,"{α, γ}"
74980,{α}
74981,{α}
74982,{α}
74983,{α}
74984,{α}
74985,{α}
74986,{α}
74987,{α}
74988,"{α, θ}"
74989,{α}
74990,{α}
74991,{α}
74992,"{α, η}"
74993,"{α, η}"
74994,"{α, η}"
74995,{α}
74996,"{α, β}"
74997,{α}
74998,{α}
74999,{α}
75000,{other}
75001,{α}
75002,{other}
75003,{α}
75004,{α}
75005,{other}
75006,"{α, η}"
75007,{α}
75008,{α}
75009,{α}
75010,{α}
75011,{other}
75012,{α}
75013,"{α, η}"
75014,{α}
75015,{α}
75016,{α}
75017,{α}
75018,{α}
75019,"{α, γ}"
75020,{α}
75021,{α}
75022,{α}
75023,{α}
75024,"{α, η}"
75025,{other}
75026,{}
75027,{α}
75028,{α}
75029,{α}
75030,{α}
75031,{α}
75032,{other}
75033,{α}
75034,{α}
75035,{α}
75036,"{α, η}"
75037,{α}
75038,{α}
75039,{α}
75040,{α}
75041,{α}
75042,{α}
75043,{}
75044,{α}
75045,{α}
75046,{α}
75047,{other}
75048,"{α, γ}"
75049,{α}
75050,"{α, η}"
75051,"{α, η}"
75052,{other}
75053,"{α, η}"
75054,{α}
75055,"{α, ψ}"
75056,"{α, η}"
75057,{α}
75058,{}
75059,"{α, γ}"
75060,{α}
75061,{α}
75062,{α}
75063,{}
75064,{α}
75065,"{α, η}"
75066,{α}
75067,"{α, γ}"
75068,{α}
75069,"{α, η}"
75070,{α}
75071,{α}
75072,{α}
75073,{α}
75074,{α}
75075,{α}
75076,{α}
75077,{α}
75078,{α}
75079,"{α, γ}"
75080,"{α, η}"
75081,{other}
75082,{α}
75083,{α}
75084,{α}
75085,"{α, η}"
75086,{α}
75087,"{α, μ}"
75088,{α}
75089,{α}
75090,{α}
75091,{α}
75092,{α}
75093,{α}
75094,{α}
75095,{α}
75096,{α}
75097,{α}
75098,"{α, ε}"
75099,{α}
75100,"{α, ε, η}"
75101,{α}
75102,{α}
75103,{α}
75104,{α}
75105,{α}
75106,"{α, η}"
75107,{α}
75108,"{α, δ}"
75109,"{α, ε}"
75110,{other}
75111,{α}
75112,{α}
75113,{α}
75114,{α}
75115,"{α, η}"
75116,{α}
75117,{α}
75118,{α}
75119,{α}
75120,{α}
75121,{α}
75122,"{α, γ}"
75123,{α}
75124,{α}
75125,{α}
75126,"{α, ψ}"
75127,{α}
75128,{α}
75129,{α}
75130,"{α, η}"
75131,{α}
75132,"{α, δ}"
75133,{α}
75134,{α}
75135,{α}
75136,"{α, η}"
75137,{α}
75138,"{α, γ}"
75139,{α}
75140,{α}
75141,{α}
75142,{α}
75143,{}
75144,{α}
75145,{}
75146,{α}
75147,{α}
75148,{}
75149,{other}
75150,{α}
75151,{α}
75152,{α}
75153,{α}
75154,{}
75155,{α}
75156,{α}
75157,"{α, γ}"
75158,{α}
75159,{α}
75160,{α}
75161,{α}
75162,{α}
75163,{α}
75164,{α}
75165,"{α, δ}"
75166,{α}
75167,{α}
75168,{α}
75169,{}
75170,{α}
75171,"{α, γ}"
75172,{α}
75173,{α}
75174,{α}
75175,{α}
75176,{other}
75177,"{α, γ}"
75178,{α}
75179,"{α, η}"
75180,{α}
75181,{α}
75182,{α}
75183,"{α, γ}"
75184,{α}
75185,"{α, η}"
75186,{α}
75187,{α}
75188,{α}
75189,{α}
75190,{α}
75191,{α}
75192,{}
75193,{α}
75194,"{α, β}"
75195,{α}
75196,{other}
75197,{α}
75198,{α}
75199,{α}
75200,{α}
75201,{α}
75202,{α}
75203,"{α, η}"
75204,{}
75205,{α}
75206,{α}
75207,{α}
75208,{α}
75209,{α}
75210,{other}
75211,{α}
75212,"{α, β}"
75213,{α}
75214,{α}
75215,{α}
75216,{α}
75217,{α}
75218,{α}
75219,{α}
75220,{α}
75221,{other}
75222,{α}
75223,{α}
75224,"{α, η}"
75225,{α}
75226,{α}
75227,{α}
75228,{α}
75229,{α}
75230,"{α, η}"
75231,{α}
75232,{α}
75233,{α}
75234,{α}
75235,{other}
75236,{α}
75237,{α}
75238,{α}
75239,{α}
75240,{α}
75241,{α}
75242,{α}
75243,{α}
75244,"{α, δ}"
75245,{α}
75246,{α}
75247,{α}
75248,{α}
75249,{}
75250,{α}
75251,{α}
75252,{α}
75253,{α}
75254,{α}
75255,{other}
75256,{α}
75257,{α}
75258,{α}
75259,{α}
75260,{α}
75261,{α}
75262,{α}
75263,{α}
75264,{α}
75265,{}
75266,{α}
75267,{α}
75268,{}
75269,"{α, δ}"
75270,{α}
75271,{α}
75272,{α}
75273,{α}
75274,{α}
75275,{α}
75276,{α}
75277,{α}
75278,{α}
75279,{α}
75280,{other}
75281,{α}
75282,"{α, η}"
75283,"{α, η}"
75284,{α}
75285,{α}
75286,{α}
75287,{α}
75288,{α}
75289,{α}
75290,{α}
75291,{other}
75292,{α}
75293,{α}
75294,{α}
75295,{α}
75296,{α}
75297,{α}
75298,{α}
75299,{α}
75300,"{α, γ}"
75301,"{α, γ}"
75302,{α}
75303,{α}
75304,{α}
75305,{α}
75306,{α}
75307,{α}
75308,{α}
75309,{α}
75310,"{α, η}"
75311,{α}
75312,{α}
75313,{α}
75314,{α}
75315,"{α, η}"
75316,"{α, η}"
75317,{other}
75318,{α}
75319,{α}
75320,{α}
75321,"{α, γ}"
75322,{α}
75323,{α}
75324,{α}
75325,{α}
75326,{}
75327,{α}
75328,{α}
75329,{α}
75330,"{α, η}"
75331,{other}
75332,{α}
75333,{α}
75334,"{α, η}"
75335,{α}
75336,{α}
75337,{α}
75338,{α}
75339,{α}
75340,{α}
75341,{α}
75342,"{α, η}"
75343,{α}
75344,{α}
75345,"{α, γ}"
75346,{α}
75347,"{α, θ}"
75348,"{α, η}"
75349,{other}
75350,{α}
75351,{α}
75352,"{α, δ}"
75353,{α}
75354,{}
75355,{α}
75356,{α}
75357,"{α, γ}"
75358,"{α, η}"
75359,{α}
75360,{α}
75361,{other}
75362,"{α, β}"
75363,{}
75364,{α}
75365,{α}
75366,{α}
75367,{α}
75368,{}
75369,{}
75370,{α}
75371,{}
75372,{}
75373,"{α, η}"
75374,"{α, γ}"
75375,{other}
75376,{α}
75377,{}
75378,{α}
75379,{α}
75380,{α}
75381,{α}
75382,"{α, ε, η}"
75383,{α}
75384,{α}
75385,{other}
75386,{α}
75387,"{α, γ}"
75388,{}
75389,{α}
75390,{α}
75391,{α}
75392,"{α, η}"
75393,{α}
75394,"{α, η}"
75395,{α}
75396,{other}
75397,{α}
75398,"{α, η}"
75399,{other}
75400,{α}
75401,{α}
75402,{α}
75403,{α}
75404,{α}
75405,{α}
75406,{α}
75407,{α}
75408,"{α, η}"
75409,{α}
75410,{α}
75411,{α}
75412,{α}
75413,{other}
75414,{α}
75415,{α}
75416,{α}
75417,"{α, η}"
75418,{α}
75419,{other}
75420,{α}
75421,{α}
75422,{α}
75423,{other}
75424,{α}
75425,{α}
75426,"{α, δ}"
75427,{α}
75428,"{α, η}"
75429,{}
75430,{α}
75431,{α}
75432,{α}
75433,{α}
75434,"{α, γ}"
75435,{α}
75436,"{α, γ}"
75437,{α}
75438,{}
75439,{α}
75440,"{α, γ}"
75441,"{α, η}"
75442,{α}
75443,{α}
75444,{α}
75445,{}
75446,{α}
75447,{α}
75448,"{α, ε}"
75449,{α}
75450,{α}
75451,{α}
75452,{α}
75453,{α}
75454,{α}
75455,"{α, β}"
75456,"{α, γ}"
75457,{α}
75458,{α}
75459,"{α, θ}"
75460,{α}
75461,{α}
75462,{α}
75463,{α}
75464,{α}
75465,"{α, γ}"
75466,{α}
75467,"{α, γ}"
75468,{α}
75469,{}
75470,{α}
75471,{α}
75472,{α}
75473,"{α, δ}"
75474,{α}
75475,{α}
75476,{α}
75477,"{α, η}"
75478,{α}
75479,{α}
75480,"{α, γ}"
75481,{α}
75482,{α}
75483,"{α, θ}"
75484,{α}
75485,{α}
75486,"{α, ε, η}"
75487,{}
75488,{α}
75489,{α}
75490,{α}
75491,{α}
75492,{α}
75493,{α}
75494,{α}
75495,{α}
75496,{α}
75497,{α}
75498,{α}
75499,{other}
75500,"{α, η}"
75501,"{α, η}"
75502,{other}
75503,{α}
75504,{α}
75505,{α}
75506,{α}
75507,"{α, γ}"
75508,{α}
75509,{α}
75510,{α}
75511,{α}
75512,{α}
75513,{α}
75514,{α}
75515,"{α, η}"
75516,{α}
75517,{α}
75518,{α}
75519,{α}
75520,{α}
75521,{α}
75522,{}
75523,{α}
75524,{α}
75525,{other}
75526,{α}
75527,{α}
75528,{α}
75529,{α}
75530,{α}
75531,{α}
75532,{α}
75533,{α}
75534,{other}
75535,{α}
75536,{α}
75537,{α}
75538,{α}
75539,{α}
75540,{α}
75541,{α}
75542,{α}
75543,{α}
75544,{α}
75545,{α}
75546,{other}
75547,{α}
75548,"{α, η}"
75549,{α}
75550,{α}
75551,"{α, δ}"
75552,"{α, η}"
75553,"{α, β}"
75554,"{α, η}"
75555,{α}
75556,{α}
75557,{α}
75558,{α}
75559,{α}
75560,{α}
75561,"{α, β}"
75562,{other}
75563,{α}
75564,{α}
75565,{α}
75566,{other}
75567,{α}
75568,{}
75569,{α}
75570,{other}
75571,{α}
75572,{α}
75573,{α}
75574,{α}
75575,{α}
75576,{other}
75577,{α}
75578,{α}
75579,{α}
75580,{α}
75581,{α}
75582,"{α, θ}"
75583,{α}
75584,{α}
75585,"{α, δ}"
75586,{α}
75587,{α}
75588,{α}
75589,"{α, μ}"
75590,{α}
75591,{}
75592,"{α, γ}"
75593,{α}
75594,{α}
75595,"{α, η}"
75596,{α}
75597,"{α, η}"
75598,{α}
75599,{α}
75600,{α}
75601,{α}
75602,{α}
75603,{α}
75604,{α}
75605,"{α, β}"
75606,{α}
75607,{α}
75608,{α}
75609,{α}
75610,{α}
75611,{α}
75612,{α}
75613,{α}
75614,{other}
75615,{α}
75616,{α}
75617,"{α, μ}"
75618,{α}
75619,"{α, η}"
75620,{α}
75621,{other}
75622,{α}
75623,{α}
75624,{α}
75625,{α}
75626,{α}
75627,{α}
75628,"{α, ε}"
75629,{α}
75630,{α}
75631,{other}
75632,{}
75633,{α}
75634,{α}
75635,{α}
75636,{α}
75637,{α}
75638,{α}
75639,{α}
75640,"{α, γ}"
75641,{}
75642,{α}
75643,"{α, γ}"
75644,{other}
75645,"{α, δ}"
75646,"{α, ψ}"
75647,{α}
75648,{α}
75649,{α}
75650,{α}
75651,"{α, ε}"
75652,"{α, β}"
75653,{α}
75654,{other}
75655,{α}
75656,{α}
75657,{α}
75658,{α}
75659,"{α, η}"
75660,{α}
75661,{α}
75662,"{α, γ}"
75663,{α}
75664,"{α, δ}"
75665,{α}
75666,{α}
75667,{α}
75668,"{α, η}"
75669,{α}
75670,{α}
75671,"{α, γ}"
75672,"{α, γ}"
75673,"{α, θ}"
75674,{α}
75675,{other}
75676,"{α, δ}"
75677,{α}
75678,"{α, γ}"
75679,{α}
75680,"{α, η}"
75681,{α}
75682,{α}
75683,{α}
75684,{α}
75685,{}
75686,{α}
75687,{α}
75688,{α}
75689,{α}
75690,{α}
75691,"{α, β}"
75692,{α}
75693,"{α, η}"
75694,{α}
75695,{α}
75696,"{α, γ}"
75697,{α}
75698,{α}
75699,{α}
75700,"{α, γ}"
75701,"{α, λ}"
75702,{other}
75703,{α}
75704,{α}
75705,"{α, θ}"
75706,{}
75707,"{α, γ}"
75708,{α}
75709,{α}
75710,{α}
75711,{α}
75712,{α}
75713,{α}
75714,{α}
75715,{α}
75716,{α}
75717,{α}
75718,{α}
75719,"{α, δ}"
75720,{α}
75721,{α}
75722,{α}
75723,{other}
75724,{}
75725,"{α, η}"
75726,{α}
75727,{α}
75728,{α}
75729,{}
75730,{α}
75731,{α}
75732,{other}
75733,{other}
75734,{other}
75735,{α}
75736,{α}
75737,{α}
75738,{α}
75739,{other}
75740,{α}
75741,"{α, η}"
75742,"{α, γ}"
75743,"{α, η}"
75744,{α}
75745,{α}
75746,{α}
75747,{other}
75748,{α}
75749,"{α, η}"
75750,{α}
75751,{α}
75752,"{α, η}"
75753,{α}
75754,{α}
75755,{}
75756,{α}
75757,"{α, η}"
75758,{α}
75759,{α}
75760,{α}
75761,{α}
75762,{α}
75763,{α}
75764,{α}
75765,{α}
75766,{α}
75767,{α}
75768,{α}
75769,{α}
75770,{α}
75771,{α}
75772,{α}
75773,{α}
75774,"{α, θ}"
75775,{α}
75776,"{α, ε, η}"
75777,{α}
75778,"{α, γ}"
75779,{α}
75780,"{α, η}"
75781,"{α, η}"
75782,"{α, η}"
75783,"{α, γ}"
75784,{α}
75785,"{α, ε}"
75786,{α}
75787,{α}
75788,"{α, γ}"
75789,{α}
75790,{α}
75791,{α}
75792,{α}
75793,{α}
75794,{α}
75795,{α}
75796,{α}
75797,{α}
75798,{α}
75799,{α}
75800,{α}
75801,{α}
75802,"{α, β}"
75803,{α}
75804,{α}
75805,{α}
75806,{}
75807,{α}
75808,{α}
75809,{α}
75810,{α}
75811,{α}
75812,{α}
75813,{α}
75814,{α}
75815,{α}
75816,{α}
75817,{α}
75818,{α}
75819,{α}
75820,{}
75821,"{α, η}"
75822,{α}
75823,{α}
75824,"{α, γ}"
75825,{α}
75826,{α}
75827,{α}
75828,{α}
75829,{α}
75830,{α}
75831,"{α, η}"
75832,{α}
75833,{α}
75834,"{α, ε, η}"
75835,"{α, η}"
75836,{α}
75837,{α}
75838,{α}
75839,{α}
75840,{α}
75841,{α}
75842,"{α, ψ}"
75843,{other}
75844,{α}
75845,{α}
75846,{α}
75847,"{α, β}"
75848,{α}
75849,{α}
75850,{other}
75851,{α}
75852,{α}
75853,{α}
75854,{α}
75855,{α}
75856,{α}
75857,{α}
75858,{}
75859,{α}
75860,{α}
75861,"{α, γ}"
75862,"{α, η}"
75863,"{α, η}"
75864,{α}
75865,{α}
75866,{α}
75867,{α}
75868,"{α, γ}"
75869,{other}
75870,{α}
75871,{}
75872,{α}
75873,{α}
75874,{α}
75875,{α}
75876,"{α, γ}"
75877,{α}
75878,"{α, η}"
75879,{α}
75880,{α}
75881,{α}
75882,{α}
75883,"{α, μ}"
75884,{}
75885,{α}
75886,"{α, η}"
75887,{α}
75888,{α}
75889,{α}
75890,{α}
75891,{α}
75892,"{α, γ}"
75893,{α}
75894,"{α, γ}"
75895,{α}
75896,{α}
75897,{α}
75898,"{α, η}"
75899,{α}
75900,"{α, β}"
75901,{α}
75902,{α}
75903,"{α, η}"
75904,{α}
75905,{α}
75906,{α}
75907,{α}
75908,{α}
75909,"{α, β}"
75910,{α}
75911,{α}
75912,{α}
75913,{α}
75914,{α}
75915,"{α, η}"
75916,{α}
75917,{α}
75918,{α}
75919,{α}
75920,{other}
75921,{α}
75922,{α}
75923,{α}
75924,{α}
75925,{other}
75926,{α}
75927,{α}
75928,{α}
75929,{α}
75930,{α}
75931,"{α, γ}"
75932,{α}
75933,{α}
75934,{α}
75935,{α}
75936,{α}
75937,{α}
75938,{α}
75939,"{α, η}"
75940,{other}
75941,{α}
75942,{α}
75943,{}
75944,{α}
75945,"{α, ε}"
75946,{α}
75947,"{α, η}"
75948,{other}
75949,{α}
75950,{α}
75951,{α}
75952,{}
75953,{α}
75954,{α}
75955,{α}
75956,"{α, δ}"
75957,{α}
75958,{other}
75959,{α}
75960,{α}
75961,{α}
75962,"{α, γ}"
75963,{α}
75964,{}
75965,"{α, δ}"
75966,{α}
75967,{α}
75968,"{α, η}"
75969,{α}
75970,{α}
75971,{α}
75972,{α}
75973,{α}
75974,{α}
75975,{}
75976,{}
75977,{α}
75978,{α}
75979,{other}
75980,{α}
75981,{α}
75982,{α}
75983,{α}
75984,"{α, ψ}"
75985,"{α, γ}"
75986,{α}
75987,{α}
75988,{α}
75989,{α}
75990,{α}
75991,"{α, η}"
75992,{α}
75993,{α}
75994,"{α, γ}"
75995,{α}
75996,{α}
75997,"{α, η}"
75998,{α}
75999,{α}
76000,{α}
76001,"{α, δ}"
76002,{α}
76003,{α}
76004,{α}
76005,{α}
76006,{α}
76007,{α}
76008,{α}
76009,"{α, η}"
76010,"{α, η}"
76011,"{α, θ}"
76012,{α}
76013,"{α, η}"
76014,{α}
76015,{α}
76016,"{α, η}"
76017,{α}
76018,{other}
76019,{α}
76020,{α}
76021,{other}
76022,{α}
76023,{α}
76024,"{α, η}"
76025,"{α, ε}"
76026,{α}
76027,{α}
76028,{α}
76029,{α}
76030,{α}
76031,{α}
76032,"{α, γ}"
76033,{other}
76034,{α}
76035,{other}
76036,"{α, η}"
76037,{α}
76038,"{α, γ}"
76039,{α}
76040,{}
76041,{α}
76042,"{α, δ}"
76043,{α}
76044,{α}
76045,"{α, β}"
76046,{α}
76047,"{α, δ}"
76048,{α}
76049,"{α, ε, η}"
76050,"{α, γ}"
76051,{}
76052,"{α, η}"
76053,"{α, ε}"
76054,{α}
76055,{}
76056,{α}
76057,"{α, η}"
76058,{α}
76059,{α}
76060,{α}
76061,{α}
76062,"{α, ε}"
76063,{α}
76064,{α}
76065,{α}
76066,"{α, η}"
76067,"{α, γ}"
76068,{α}
76069,{α}
76070,{α}
76071,{α}
76072,{other}
76073,{α}
76074,{}
76075,"{α, δ}"
76076,"{α, η}"
76077,"{α, η}"
76078,"{α, η}"
76079,{other}
76080,{other}
76081,"{α, η}"
76082,{α}
76083,{α}
76084,{}
76085,{α}
76086,{α}
76087,{α}
76088,{α}
76089,{α}
76090,{}
76091,{α}
76092,{α}
76093,{α}
76094,{other}
76095,{α}
76096,{α}
76097,{other}
76098,{α}
76099,{α}
76100,{}
76101,{α}
76102,{α}
76103,{α}
76104,{α}
76105,{α}
76106,{}
76107,{α}
76108,{α}
76109,{α}
76110,{}
76111,{α}
76112,{α}
76113,{α}
76114,{other}
76115,{}
76116,{α}
76117,{α}
76118,{α}
76119,{α}
76120,{α}
76121,{other}
76122,"{α, γ}"
76123,{α}
76124,{α}
76125,{α}
76126,"{α, γ}"
76127,"{α, γ}"
76128,{α}
76129,"{α, η}"
76130,{α}
76131,{α}
76132,{α}
76133,{α}
76134,{α}
76135,{other}
76136,{α}
76137,{α}
76138,{α}
76139,{α}
76140,{α}
76141,{α}
76142,"{α, β}"
76143,{α}
76144,{α}
76145,{α}
76146,{α}
76147,{other}
76148,{α}
76149,{other}
76150,{α}
76151,{}
76152,{α}
76153,{α}
76154,{α}
76155,{}
76156,"{α, η}"
76157,{α}
76158,{α}
76159,{α}
76160,"{α, η}"
76161,{α}
76162,{}
76163,{α}
76164,"{α, η}"
76165,{α}
76166,{α}
76167,"{α, θ}"
76168,{α}
76169,{α}
76170,{α}
76171,{α}
76172,{other}
76173,"{α, ε}"
76174,{α}
76175,{other}
76176,{α}
76177,{α}
76178,{}
76179,{other}
76180,{α}
76181,{α}
76182,"{α, δ}"
76183,{α}
76184,{α}
76185,"{α, γ}"
76186,"{α, γ}"
76187,{α}
76188,"{α, γ}"
76189,"{α, γ}"
76190,{α}
76191,{α}
76192,{α}
76193,{α}
76194,{α}
76195,{α}
76196,{α}
76197,"{α, η}"
76198,"{α, η}"
76199,{α}
76200,{α}
76201,{α}
76202,{α}
76203,{α}
76204,{α}
76205,{α}
76206,{α}
76207,{α}
76208,{}
76209,{α}
76210,{}
76211,{other}
76212,"{α, ε, θ}"
76213,"{α, γ}"
76214,{α}
76215,"{α, β}"
76216,{α}
76217,{α}
76218,{α}
76219,{α}
76220,{α}
76221,{α}
76222,"{α, γ}"
76223,{α}
76224,{α}
76225,{α}
76226,{}
76227,{α}
76228,"{α, η}"
76229,{α}
76230,{α}
76231,{α}
76232,{other}
76233,{α}
76234,{α}
76235,{}
76236,{α}
76237,{}
76238,{α}
76239,{}
76240,{α}
76241,{other}
76242,{α}
76243,"{α, η}"
76244,{α}
76245,{α}
76246,{α}
76247,"{α, η}"
76248,"{α, η}"
76249,{α}
76250,{α}
76251,{α}
76252,{α}
76253,"{α, η}"
76254,{α}
76255,{α}
76256,{α}
76257,"{α, η}"
76258,"{α, η}"
76259,{α}
76260,{α}
76261,{α}
76262,{}
76263,"{α, γ}"
76264,"{α, β}"
76265,{α}
76266,{α}
76267,{}
76268,{other}
76269,{α}
76270,"{α, β}"
76271,"{α, η}"
76272,{α}
76273,{α}
76274,{α}
76275,{α}
76276,{}
76277,{α}
76278,{α}
76279,"{α, η}"
76280,{α}
76281,{α}
76282,{α}
76283,{}
76284,{α}
76285,{other}
76286,"{α, γ}"
76287,"{α, η}"
76288,{α}
76289,{α}
76290,"{α, η}"
76291,"{α, ε, θ}"
76292,{α}
76293,{other}
76294,{α}
76295,{α}
76296,"{α, η}"
76297,{α}
76298,"{α, γ}"
76299,{other}
76300,"{α, η}"
76301,{α}
76302,{α}
76303,"{α, δ}"
76304,{α}
76305,{α}
76306,"{α, η}"
76307,{α}
76308,{α}
76309,{α}
76310,{α}
76311,{other}
76312,{α}
76313,{α}
76314,{α}
76315,{α}
76316,"{α, η}"
76317,{α}
76318,{α}
76319,{α}
76320,{α}
76321,{}
76322,{α}
76323,{α}
76324,{other}
76325,"{α, ε}"
76326,{α}
76327,{α}
76328,{other}
76329,"{α, η}"
76330,{α}
76331,"{α, δ}"
76332,{}
76333,{α}
76334,"{α, γ}"
76335,{α}
76336,{α}
76337,"{α, η}"
76338,"{α, η}"
76339,{α}
76340,{α}
76341,{α}
76342,{other}
76343,{α}
76344,{α}
76345,{α}
76346,{α}
76347,"{α, γ}"
76348,{α}
76349,{α}
76350,"{α, γ}"
76351,{α}
76352,{other}
76353,{α}
76354,{α}
76355,{α}
76356,{α}
76357,{α}
76358,{α}
76359,{α}
76360,{α}
76361,{α}
76362,"{α, η}"
76363,{α}
76364,{α}
76365,{other}
76366,{α}
76367,{α}
76368,{α}
76369,{α}
76370,{α}
76371,"{α, γ}"
76372,{α}
76373,{α}
76374,{}
76375,{α}
76376,{}
76377,{α}
76378,{α}
76379,{α}
76380,{other}
76381,"{α, β}"
76382,{α}
76383,{}
76384,{α}
76385,{α}
76386,{α}
76387,{α}
76388,{α}
76389,{α}
76390,{α}
76391,{α}
76392,"{α, η}"
76393,{α}
76394,{α}
76395,{}
76396,{}
76397,{other}
76398,{α}
76399,{α}
76400,{}
76401,{α}
76402,{α}
76403,{α}
76404,"{α, γ}"
76405,{α}
76406,"{α, γ}"
76407,{α}
76408,{other}
76409,{α}
76410,{α}
76411,{α}
76412,"{α, η}"
76413,{}
76414,{α}
76415,{α}
76416,{}
76417,{α}
76418,{α}
76419,"{α, η}"
76420,{α}
76421,"{α, γ}"
76422,{α}
76423,{α}
76424,{α}
76425,{α}
76426,{α}
76427,{α}
76428,{α}
76429,{α}
76430,{}
76431,{α}
76432,{α}
76433,{}
76434,{α}
76435,{α}
76436,"{α, γ}"
76437,{α}
76438,"{α, η}"
76439,{α}
76440,{α}
76441,{α}
76442,{}
76443,{α}
76444,{α}
76445,{other}
76446,{}
76447,{α}
76448,{α}
76449,{α}
76450,{α}
76451,{α}
76452,{α}
76453,{α}
76454,"{α, ψ}"
76455,{α}
76456,{α}
76457,{α}
76458,"{α, η}"
76459,{}
76460,"{α, γ}"
76461,{α}
76462,{other}
76463,{α}
76464,"{α, η}"
76465,"{α, θ}"
76466,{α}
76467,{α}
76468,{other}
76469,{α}
76470,"{α, γ}"
76471,"{α, δ}"
76472,{α}
76473,{α}
76474,{α}
76475,{other}
76476,{α}
76477,{α}
76478,{other}
76479,"{α, γ}"
76480,{α}
76481,{α}
76482,{α}
76483,{α}
76484,"{α, η}"
76485,{α}
76486,{}
76487,{other}
76488,{other}
76489,{α}
76490,{α}
76491,{}
76492,{α}
76493,{α}
76494,{α}
76495,{α}
76496,{α}
76497,{α}
76498,"{α, ψ}"
76499,{α}
76500,"{α, η}"
76501,{}
76502,{α}
76503,{α}
76504,{α}
76505,{α}
76506,"{α, η}"
76507,{α}
76508,"{α, γ}"
76509,"{α, γ}"
76510,"{α, η}"
76511,{α}
76512,"{α, η}"
76513,{α}
76514,{α}
76515,{α}
76516,"{α, η}"
76517,"{α, γ}"
76518,{α}
76519,{α}
76520,"{α, η}"
76521,{α}
76522,"{α, γ}"
76523,{α}
76524,"{α, β}"
76525,"{α, η}"
76526,"{α, ε}"
76527,{α}
76528,{α}
76529,{α}
76530,{α}
76531,"{α, η}"
76532,{other}
76533,"{α, γ}"
76534,{α}
76535,{α}
76536,{α}
76537,{α}
76538,{α}
76539,{α}
76540,{α}
76541,"{α, η}"
76542,{α}
76543,{α}
76544,{α}
76545,{other}
76546,{α}
76547,{α}
76548,{other}
76549,{}
76550,"{α, ε}"
76551,{α}
76552,{α}
76553,{α}
76554,"{α, γ}"
76555,"{α, ψ}"
76556,{α}
76557,{α}
76558,"{α, η}"
76559,{α}
76560,"{α, η}"
76561,"{α, β}"
76562,{α}
76563,"{α, η}"
76564,{α}
76565,{α}
76566,{α}
76567,{α}
76568,"{α, ε}"
76569,{α}
76570,{α}
76571,"{α, γ}"
76572,{α}
76573,{}
76574,{α}
76575,"{α, γ}"
76576,{α}
76577,{α}
76578,{α}
76579,{α}
76580,{α}
76581,{α}
76582,{α}
76583,{other}
76584,"{α, γ}"
76585,{α}
76586,{α}
76587,{α}
76588,{α}
76589,{α}
76590,{α}
76591,"{α, γ}"
76592,{α}
76593,"{α, δ}"
76594,{α}
76595,"{α, δ}"
76596,{α}
76597,"{α, η}"
76598,{α}
76599,{α}
76600,{other}
76601,{other}
76602,{α}
76603,{other}
76604,{α}
76605,"{α, γ}"
76606,{α}
76607,{α}
76608,{α}
76609,"{α, η}"
76610,"{α, ε}"
76611,{α}
76612,{α}
76613,{α}
76614,"{α, ψ}"
76615,"{α, γ}"
76616,{}
76617,{α}
76618,{α}
76619,{α}
76620,{α}
76621,{α}
76622,{α}
76623,"{α, η}"
76624,{α}
76625,{α}
76626,"{α, γ}"
76627,{α}
76628,{α}
76629,{α}
76630,{α}
76631,"{α, β}"
76632,{α}
76633,{α}
76634,{}
76635,{α}
76636,{α}
76637,"{α, γ}"
76638,"{α, η}"
76639,{α}
76640,"{α, η}"
76641,{other}
76642,"{α, γ}"
76643,{α}
76644,{α}
76645,"{α, ε, ψ}"
76646,{α}
76647,{α}
76648,{α}
76649,{}
76650,{α}
76651,{α}
76652,{α}
76653,"{α, η}"
76654,{α}
76655,{α}
76656,{α}
76657,{other}
76658,{α}
76659,{α}
76660,{α}
76661,{α}
76662,{}
76663,{α}
76664,{α}
76665,{α}
76666,{α}
76667,{α}
76668,{α}
76669,"{α, γ}"
76670,{α}
76671,{α}
76672,{α}
76673,{α}
76674,{α}
76675,"{α, δ}"
76676,{α}
76677,{α}
76678,{α}
76679,{α}
76680,{α}
76681,{α}
76682,{}
76683,{α}
76684,{α}
76685,{α}
76686,{}
76687,"{α, η}"
76688,"{α, η}"
76689,{α}
76690,{α}
76691,{}
76692,{α}
76693,{α}
76694,{other}
76695,"{α, η}"
76696,{α}
76697,{α}
76698,{α}
76699,{α}
76700,{α}
76701,{other}
76702,"{α, γ}"
76703,{α}
